SNID,redshift,type,code,sample
4246.0,0.3207472,Iax,52.0,train
5478.0,0.4568151,Iax,52.0,train
5802.0,0.23957832,Iax,52.0,train
775.0,0.48399508,Iax,52.0,train
5378.0,0.4887427,Iax,52.0,train
838.0,0.32735845,Iax,52.0,train
6971.0,0.5776965999999999,Iax,52.0,train
5156.0,0.5661451,Iax,52.0,train
3984.0,0.4108029,Iax,52.0,train
714.0,0.44897962,Iax,52.0,train
1413.0,0.51073253,Iax,52.0,train
2864.0,0.5375488,Iax,52.0,train
3906.0,0.5001671,Iax,52.0,train
7421.0,0.50622797,Iax,52.0,train
6650.0,0.62945014,Iax,52.0,train
2746.0,0.22236793,Iax,52.0,train
5918.0,0.52900237,Iax,52.0,train
8499.0,0.5758581,Iax,52.0,train
1522.0,0.6155431,Iax,52.0,train
922.0,0.6869122,Iax,52.0,train
7815.0,0.5368845,Iax,52.0,train
6140.0,0.4039936,Iax,52.0,train
2824.0,0.40829802,Iax,52.0,train
8786.0,0.33802333,Iax,52.0,train
6757.0,0.35632038,Iax,52.0,train
4091.0,0.31710088,Iax,52.0,train
2604.0,0.39278713,Iax,52.0,train
4698.0,0.45311743,Iax,52.0,train
7270.0,0.5366911,Iax,52.0,train
2752.0,0.23039211,Iax,52.0,train
4019.0,0.49633363,Iax,52.0,train
4595.0,0.56446576,Iax,52.0,train
2667.0,0.18311004,Iax,52.0,train
4534.0,0.15402463,Iax,52.0,train
2297.0,0.4391853,Iax,52.0,train
5359.0,0.37593907,Iax,52.0,train
7487.0,0.35870084,Iax,52.0,train
1737.0,0.1301057,Iax,52.0,train
3641.0,0.28924540000000004,Iax,52.0,train
1248.0,0.27339935,Iax,52.0,train
8923.0,0.23038958,Iax,52.0,train
5973.0,0.59514284,Iax,52.0,train
7444.0,0.19785449,Iax,52.0,train
143.0,0.3549353,Iax,52.0,train
8388.0,0.54288393,Iax,52.0,train
4032.0,0.41167617,Iax,52.0,train
3141.0,0.3972214000000001,Iax,52.0,train
1107.0,0.50650704,Iax,52.0,train
2242.0,0.5734151999999999,Iax,52.0,train
5837.0,0.105677105,Iax,52.0,train
5409.0,0.45366278,Iax,52.0,train
8198.0,0.46687526,Iax,52.0,train
4545.0,0.3307364,Iax,52.0,train
2567.0,0.25736633,Iax,52.0,train
5001.0,0.39776686,Iax,52.0,train
3117.0,0.36600822,Iax,52.0,train
8284.0,0.2506955,Iax,52.0,train
5110.0,0.20658036,Iax,52.0,train
6758.0,0.26255348,Iax,52.0,train
1519.0,0.7210371,Iax,52.0,train
8941.0,0.47620443,Iax,52.0,train
7159.0,0.5471271,Iax,52.0,train
8469.0,0.37924427,Iax,52.0,train
3447.0,0.6855505000000001,Iax,52.0,train
4857.0,0.36199537,Iax,52.0,train
2118.0,0.18784872,Iax,52.0,train
6620.0,0.29307368,Iax,52.0,train
5598.0,0.75324917,Iax,52.0,train
6368.0,0.61424184,Iax,52.0,train
96.0,0.5434114000000001,Iax,52.0,train
2317.0,0.40963957,Iax,52.0,train
7660.0,0.13509965,Iax,52.0,train
5559.0,0.30419716,Iax,52.0,train
289.0,0.28103173,Iax,52.0,train
345.0,0.26789427,Iax,52.0,train
5130.0,0.2662722,Iax,52.0,train
234.0,0.21025543,Iax,52.0,train
5336.0,0.7382572,Iax,52.0,train
3462.0,0.33069834,Iax,52.0,train
7016.0,0.58159924,Iax,52.0,train
512.0,0.20612799,Iax,52.0,train
770.0,0.32386848,Iax,52.0,train
7365.0,0.7266753,Iax,52.0,train
5301.0,0.31962225,Iax,52.0,train
8828.0,0.49970782,Iax,52.0,train
5567.0,0.36377814,Iax,52.0,train
7529.0,0.77301306,Iax,52.0,train
3772.0,0.1839943,Iax,52.0,train
6881.0,0.44460356,Iax,52.0,train
3417.0,0.27512568,Iax,52.0,train
3182.0,0.56966084,Iax,52.0,train
3193.0,0.4276027,Iax,52.0,train
4947.0,0.47150224,Iax,52.0,train
7678.0,0.24440022,Iax,52.0,train
2796.0,0.49388388,Iax,52.0,train
1641.0,0.26997173,Iax,52.0,train
5661.0,0.7180156999999999,Iax,52.0,train
1338.0,0.6277505,Iax,52.0,train
7136.0,0.7038665,Iax,52.0,train
3457.0,0.74174434,Iax,52.0,train
8701.0,0.28391236,Iax,52.0,train
2082.0,0.41517925,Iax,52.0,train
426.0,0.66822463,Iax,52.0,train
5730.0,0.20054588,Iax,52.0,train
578.0,0.2744051,Iax,52.0,train
8155.0,0.14579305,Iax,52.0,train
7153.0,0.509393,Iax,52.0,train
4903.0,0.77923024,Iax,52.0,train
8675.0,0.14685658,Iax,52.0,train
5666.0,0.43543884,Iax,52.0,train
7686.0,0.38743803,Iax,52.0,train
1794.0,0.5372023,Iax,52.0,train
2747.0,0.46402645,Iax,52.0,train
1313.0,0.5714839,Iax,52.0,train
6459.0,0.56079113,Iax,52.0,train
3955.0,0.12814702,Iax,52.0,train
4629.0,0.66486424,Iax,52.0,train
6050.0,0.46554342,Iax,52.0,train
2454.0,0.44128945,Iax,52.0,train
4026.0,0.23164035,Iax,52.0,train
8736.0,0.2079572,Iax,52.0,train
1410.0,0.25559829999999994,Iax,52.0,train
1202.0,0.60667735,Iax,52.0,train
6232.0,0.405422,Iax,52.0,train
5057.0,0.53345954,Iax,52.0,train
6181.0,0.07228576,Iax,52.0,train
5848.0,0.56730807,Iax,52.0,train
2472.0,0.48261005,Iax,52.0,train
3332.0,0.15149428,Iax,52.0,train
4024.0,0.46661818,Iax,52.0,train
8463.0,0.13150086,Iax,52.0,train
4762.0,0.46512163,Iax,52.0,train
7597.0,0.6006296999999999,Iax,52.0,train
7982.0,0.58318245,Iax,52.0,train
8408.0,0.4796582,Iax,52.0,train
4815.0,0.55537385,Iax,52.0,train
8385.0,0.31463647,Iax,52.0,train
4257.0,0.4360822,Iax,52.0,train
7480.0,0.27854055,Iax,52.0,train
2929.0,0.6162434,Iax,52.0,train
7248.0,0.20455575,Iax,52.0,train
5223.0,0.3933104,Iax,52.0,train
8706.0,0.41605723,Iax,52.0,train
8076.0,0.4304827,Iax,52.0,train
657.0,0.6009663000000001,Iax,52.0,train
4212.0,0.5690525,Iax,52.0,train
1062.0,0.27162537,Iax,52.0,train
5167.0,0.523684,Iax,52.0,train
5639.0,0.36435875,Iax,52.0,train
7283.0,0.59906965,Iax,52.0,train
1418.0,0.46095225,Iax,52.0,train
5435.0,0.15272036,Iax,52.0,train
6637.0,0.43358856,Iax,52.0,train
427.0,0.50207686,Iax,52.0,train
3949.0,0.7111821999999999,Iax,52.0,train
7778.0,0.39363238,Iax,52.0,train
6943.0,0.57886916,Iax,52.0,train
8767.0,0.5412623000000001,Iax,52.0,train
5231.0,0.7929449000000001,Iax,52.0,train
6772.0,0.6308683,Iax,52.0,train
3922.0,0.5771973000000001,Iax,52.0,train
6098.0,0.7249304,Iax,52.0,train
7922.0,0.32830605,Iax,52.0,train
165.0,0.51809597,Iax,52.0,train
5645.0,0.8061003000000001,Iax,52.0,train
2010.0,0.27209356,Iax,52.0,train
718.0,0.50694615,Iax,52.0,train
5233.0,0.67158186,Iax,52.0,train
395.0,0.23832093,Iax,52.0,train
6207.0,0.45403978,Iax,52.0,train
6125.0,0.18360668,Iax,52.0,train
3198.0,0.76157224,Iax,52.0,train
6288.0,0.17207949,Iax,52.0,train
2000.0,0.53216785,Iax,52.0,train
1349.0,0.3776421,Iax,52.0,train
2666.0,0.6183696999999999,Iax,52.0,train
6417.0,0.50606054,Iax,52.0,train
879.0,0.35345125,Iax,52.0,train
6490.0,0.75956887,Iax,52.0,train
5362.0,0.33974454,Iax,52.0,train
1388.0,0.36380926,Iax,52.0,train
8600.0,0.4119378,Iax,52.0,train
6776.0,0.45969236,Iax,52.0,train
6657.0,0.40703043,Iax,52.0,train
1372.0,0.5354687,Iax,52.0,train
2084.0,0.44731322,Iax,52.0,train
8540.0,0.5497316999999999,Iax,52.0,train
8612.0,0.5569776999999999,Iax,52.0,train
8849.0,0.74806434,Iax,52.0,train
4241.0,0.50428754,Iax,52.0,train
2105.0,0.35859022,Iax,52.0,train
1366.0,0.26006547,Iax,52.0,train
5068.0,0.2993135,Iax,52.0,train
5268.0,0.7074154,Iax,52.0,train
5592.0,0.67660856,Iax,52.0,train
6503.0,0.6262031,Iax,52.0,train
3461.0,0.5834983,Iax,52.0,train
639.0,0.63377666,Iax,52.0,train
514.0,0.3250044,Iax,52.0,train
7662.0,0.294542,Iax,52.0,train
1697.0,0.16101824,Iax,52.0,train
3255.0,0.6522244,Iax,52.0,train
4971.0,0.23168442,Iax,52.0,train
4646.0,0.7571751,Iax,52.0,train
1333.0,0.33802477,Iax,52.0,train
2149.0,0.57979214,Iax,52.0,train
1106.0,0.072284736,Iax,52.0,train
2191.0,0.27687928,Iax,52.0,train
8151.0,0.6975333,Iax,52.0,train
6204.0,0.61821884,Iax,52.0,train
8594.0,0.39708754,Iax,52.0,train
8231.0,0.5407172,Iax,52.0,train
1573.0,0.52514434,Iax,52.0,train
4283.0,0.68047494,Iax,52.0,train
2361.0,0.27470392,Iax,52.0,train
7138.0,0.5857732,Iax,52.0,train
1846.0,0.08700366,Iax,52.0,train
6697.0,0.4997153,Iax,52.0,train
2897.0,0.40966535,Iax,52.0,train
3360.0,0.5146533,Iax,52.0,train
577.0,0.21907336,Iax,52.0,train
5065.0,0.46625897,Iax,52.0,train
7186.0,0.15861371,Iax,52.0,train
1566.0,0.36586806,Iax,52.0,train
8269.0,0.46872336,Iax,52.0,train
7479.0,0.7758145000000001,Iax,52.0,train
2202.0,0.5404047,Iax,52.0,train
7020.0,0.66655874,Iax,52.0,train
600.0,0.39310163,Iax,52.0,train
8613.0,0.33595082,Iax,52.0,train
8527.0,0.46746245,Iax,52.0,train
2443.0,0.19234341,Iax,52.0,train
2692.0,0.4969329000000001,Iax,52.0,train
8498.0,0.56652856,Iax,52.0,train
4522.0,0.67045856,Iax,52.0,train
609.0,0.42993596,Iax,52.0,train
3041.0,0.32055100000000003,Iax,52.0,train
4200.0,0.4571893,Iax,52.0,train
6373.0,0.3323856,Iax,52.0,train
5939.0,0.3217976,Iax,52.0,train
4785.0,0.30848736,Iax,52.0,train
6556.0,0.48548052,Iax,52.0,train
336.0,0.56121826,Iax,52.0,train
921.0,0.3518263,Iax,52.0,train
3292.0,0.49937722,Iax,52.0,train
6914.0,0.54690975,Iax,52.0,train
3747.0,0.48209503,Iax,52.0,train
1791.0,0.42132688,Iax,52.0,train
8696.0,0.49797434,Iax,52.0,train
7893.0,0.24743906,Iax,52.0,train
7983.0,0.28031564,Iax,52.0,train
2983.0,0.12541045,Iax,52.0,train
8646.0,0.6285682,Iax,52.0,train
5905.0,0.28844073,Iax,52.0,train
5045.0,0.7383516,Iax,52.0,train
4067.0,0.5735015,Iax,52.0,train
3465.0,0.474027,Iax,52.0,train
2268.0,0.5656140000000001,Iax,52.0,train
4908.0,0.4731779,Iax,52.0,train
3852.0,0.3070401,Iax,52.0,train
5111.0,0.06666871,Iax,52.0,train
6173.0,0.578649,Iax,52.0,train
7172.0,0.11925833,Iax,52.0,train
3563.0,0.29412228,Iax,52.0,train
1662.0,0.25609535,Iax,52.0,train
5991.0,0.3878195,Iax,52.0,train
824.0,0.16051143,Iax,52.0,train
1672.0,0.3012676,Iax,52.0,train
7319.0,0.590299,Iax,52.0,train
7193.0,0.5588217,Iax,52.0,train
7557.0,0.4544254,Iax,52.0,train
8010.0,0.5469304,Iax,52.0,train
5052.0,0.41028172,Iax,52.0,train
8234.0,0.5394605,Iax,52.0,train
4432.0,0.5320074,Iax,52.0,train
8516.0,0.3803644000000001,Iax,52.0,train
8708.0,0.53396237,Iax,52.0,train
7170.0,0.32029563,Iax,52.0,train
5414.0,0.21804017,Iax,52.0,train
1002.0,0.56374204,Iax,52.0,train
1893.0,0.35208657,Iax,52.0,train
4771.0,0.64836687,Iax,52.0,train
2414.0,0.57314086,Iax,52.0,train
7325.0,0.5560748999999999,Iax,52.0,train
6005.0,0.45605052,Iax,52.0,train
1732.0,0.30184993,Iax,52.0,train
4719.0,0.21734037,Iax,52.0,train
3979.0,0.5751731,Iax,52.0,train
4679.0,0.13118361,Iax,52.0,train
3685.0,0.119150676,Iax,52.0,train
2672.0,0.4301748,Iax,52.0,train
1923.0,0.72154427,Iax,52.0,train
6124.0,0.58950764,Iax,52.0,train
2102.0,0.52225095,Iax,52.0,train
8489.0,0.55657226,Iax,52.0,train
7202.0,0.16030307,Iax,52.0,train
3657.0,0.46428668,Iax,52.0,train
4006.0,0.7591318,Iax,52.0,train
742.0,0.5022222,Iax,52.0,train
2891.0,0.46577367,Iax,52.0,train
8451.0,0.40065077,Iax,52.0,train
8856.0,0.616041,Iax,52.0,train
5697.0,0.28403187,Iax,52.0,train
5128.0,0.5951171999999999,Iax,52.0,train
2177.0,0.3252275,Iax,52.0,train
6526.0,0.47270265,Iax,52.0,train
4689.0,0.3713136,Iax,52.0,train
6922.0,0.17032942,Iax,52.0,train
5129.0,0.29793793,Iax,52.0,train
422.0,0.44979772,Iax,52.0,train
218.0,0.5860078000000001,Iax,52.0,train
4894.0,0.50783676,Iax,52.0,train
5394.0,0.43046364,Iax,52.0,train
7687.0,0.33452059999999995,Iax,52.0,train
6494.0,0.31234106,Iax,52.0,train
8549.0,0.39109835,Iax,52.0,train
5283.0,0.32066953,Iax,52.0,train
8712.0,0.5046582000000001,Iax,52.0,train
4875.0,0.46526006,Ibc_V19,62.0,train
1982.0,0.49432015,Ibc_V19,62.0,train
3043.0,0.4992976,Ibc_V19,62.0,train
3239.0,0.40946913,Ibc_V19,62.0,train
1219.0,0.33991462,Ibc-MOSFIT,62.0,train
3698.0,0.31363732,Ibc-MOSFIT,62.0,train
8056.0,0.36208734,Ibc-MOSFIT,62.0,train
230.0,0.24672389,Ibc_V19,62.0,train
7554.0,0.7239149,Ibc_V19,62.0,train
1125.0,0.55459636,Ibc-MOSFIT,62.0,train
7452.0,0.4896447,Ibc_V19,62.0,train
2671.0,0.18513219,Ibc-MOSFIT,62.0,train
451.0,0.19243854,Ibc_V19,62.0,train
3282.0,0.30687773,Ibc_V19,62.0,train
1191.0,0.50372875,Ibc_V19,62.0,train
4812.0,0.31478855,Ibc_V19,62.0,train
3593.0,0.093204945,Ibc_V19,62.0,train
1347.0,0.22446944,Ibc_V19,62.0,train
5379.0,0.30899945,Ibc-MOSFIT,62.0,train
2823.0,0.38370612,Ibc-MOSFIT,62.0,train
1260.0,0.7083469,Ibc_V19,62.0,train
3504.0,0.63483393,Ibc_V19,62.0,train
3580.0,0.56534857,Ibc_V19,62.0,train
6840.0,0.41918322,Ibc_V19,62.0,train
98.0,0.31708327,Ibc_V19,62.0,train
4414.0,0.40983865,Ibc_V19,62.0,train
4843.0,0.38762948,Ibc_V19,62.0,train
4430.0,0.5983876,Ibc_V19,62.0,train
3814.0,0.44760343,Ibc-MOSFIT,62.0,train
4553.0,0.84266526,Ibc_V19,62.0,train
5470.0,0.28642997,Ibc_V19,62.0,train
8933.0,0.29454818,Ibc_V19,62.0,train
8082.0,0.36011258,Ibc_V19,62.0,train
2360.0,0.24351466,Ibc-MOSFIT,62.0,train
4614.0,0.27875134,Ibc_V19,62.0,train
539.0,0.38393065,Ibc_V19,62.0,train
7798.0,0.27185616,Ibc-MOSFIT,62.0,train
1770.0,0.5432937,Ibc-MOSFIT,62.0,train
1415.0,0.60895306,Ibc-MOSFIT,62.0,train
5964.0,0.5730316999999999,Ibc_V19,62.0,train
3992.0,0.5518818,Ibc_V19,62.0,train
1432.0,0.4492509,Ibc_V19,62.0,train
5935.0,0.63431185,Ibc_V19,62.0,train
8766.0,0.47969487,Ibc_V19,62.0,train
441.0,0.39435586,Ibc_V19,62.0,train
8325.0,0.6825687,Ibc_V19,62.0,train
634.0,0.32795593,Ibc-MOSFIT,62.0,train
1071.0,0.16948557,Ibc_V19,62.0,train
819.0,0.2915276,Ibc-MOSFIT,62.0,train
931.0,0.30429226,Ibc-MOSFIT,62.0,train
2944.0,0.2750838,Ibc_V19,62.0,train
6823.0,0.7919682,Ibc_V19,62.0,train
3012.0,0.47243342,Ibc_V19,62.0,train
7967.0,0.53763866,Ibc_V19,62.0,train
7235.0,0.848339,Ibc_V19,62.0,train
7624.0,0.34394556,Ibc_V19,62.0,train
7145.0,0.18752985,Ibc_V19,62.0,train
1541.0,0.32865754,Ibc_V19,62.0,train
4671.0,0.54407984,Ibc_V19,62.0,train
8371.0,0.68431914,Ibc_V19,62.0,train
1785.0,0.3149663,Ibc_V19,62.0,train
1686.0,0.27237552,Ibc_V19,62.0,train
6849.0,0.3071926,Ibc_V19,62.0,train
6996.0,0.8341190999999999,Ibc_V19,62.0,train
7524.0,0.13547708,Ibc_V19,62.0,train
3661.0,0.7886055999999999,Ibc_V19,62.0,train
1992.0,0.29642397,Ibc-MOSFIT,62.0,train
224.0,0.41698188,Ibc-MOSFIT,62.0,train
638.0,0.4024146,Ibc_V19,62.0,train
6518.0,0.33250728,Ibc_V19,62.0,train
1095.0,0.42575923,Ibc_V19,62.0,train
6344.0,0.5411078,Ibc_V19,62.0,train
8488.0,0.52120924,Ibc_V19,62.0,train
8299.0,0.6522429,Ibc_V19,62.0,train
7447.0,0.50962967,Ibc-MOSFIT,62.0,train
6649.0,0.72832316,Ibc_V19,62.0,train
1119.0,0.55922455,Ibc-MOSFIT,62.0,train
4230.0,0.29134038,Ibc-MOSFIT,62.0,train
5618.0,0.7416963000000001,Ibc_V19,62.0,train
3572.0,0.4334142,Ibc_V19,62.0,train
7377.0,0.48051497,Ibc_V19,62.0,train
4243.0,0.13722062,Ibc-MOSFIT,62.0,train
3146.0,0.6409536,Ibc_V19,62.0,train
1839.0,0.24773535,Ibc-MOSFIT,62.0,train
5133.0,0.26700804,Ibc_V19,62.0,train
3125.0,0.4899795,Ibc_V19,62.0,train
4582.0,0.07624169,Ibc_V19,62.0,train
7602.0,0.150028,Ibc-MOSFIT,62.0,train
5595.0,0.22297323,Ibc-MOSFIT,62.0,train
8258.0,0.1925523,Ibc-MOSFIT,62.0,train
3892.0,0.45524317,Ibc_V19,62.0,train
4693.0,0.34219983,Ibc-MOSFIT,62.0,train
5416.0,0.41200823,Ibc-MOSFIT,62.0,train
1354.0,0.16053386,Ibc_V19,62.0,train
2938.0,0.45512518,Ibc-MOSFIT,62.0,train
4021.0,0.6744616999999999,Ibc_V19,62.0,train
3127.0,0.29780886,Ibc_V19,62.0,train
5390.0,0.48334134,Ibc_V19,62.0,train
5421.0,0.7199223000000001,Ibc_V19,62.0,train
507.0,0.3365933,Ibc_V19,62.0,train
7885.0,0.2800881,Ibc_V19,62.0,train
5999.0,0.15751453,Ibc-MOSFIT,62.0,train
7252.0,0.30954227,Ibc-MOSFIT,62.0,train
5063.0,0.17639697,Ibc_V19,62.0,train
6206.0,0.7075444000000001,Ibc-MOSFIT,62.0,train
7586.0,0.26959375,Ibc_V19,62.0,train
1296.0,0.39973485,Ibc-MOSFIT,62.0,train
2339.0,0.36645302,Ibc_V19,62.0,train
8073.0,0.48057634,Ibc_V19,62.0,train
2670.0,0.20509848,Ibc_V19,62.0,train
3930.0,0.35893446,Ibc_V19,62.0,train
2691.0,0.16506957,Ibc-MOSFIT,62.0,train
7098.0,0.29157892,Ibc_V19,62.0,train
3778.0,0.5260391,Ibc_V19,62.0,train
1187.0,0.26300275,Ibc_V19,62.0,train
8753.0,0.4251117999999999,Ibc-MOSFIT,62.0,train
2613.0,0.3377455,Ibc-MOSFIT,62.0,train
6674.0,0.32891673,Ibc_V19,62.0,train
2869.0,0.42678598,Ibc-MOSFIT,62.0,train
3686.0,0.6193451,Ibc_V19,62.0,train
2075.0,0.6790477,Ibc_V19,62.0,train
5874.0,0.31268954,Ibc-MOSFIT,62.0,train
5311.0,0.6877310000000001,Ibc_V19,62.0,train
3.0,0.16206579999999998,Ibc-MOSFIT,62.0,train
773.0,0.28419578,Ibc_V19,62.0,train
8816.0,0.54477817,Ibc_V19,62.0,train
6014.0,0.16811118,Ibc_V19,62.0,train
8563.0,0.48961088,Ibc_V19,62.0,train
5525.0,0.36539942,Ibc_V19,62.0,train
1216.0,0.504657,Ibc_V19,62.0,train
3275.0,0.29099408,Ibc_V19,62.0,train
955.0,0.21010497,Ibc_V19,62.0,train
5735.0,0.16481873,Ibc_V19,62.0,train
8368.0,0.4028386,Ibc-MOSFIT,62.0,train
2484.0,0.51766676,Ibc-MOSFIT,62.0,train
4130.0,0.27944806,Ibc_V19,62.0,train
5184.0,0.43696734,Ibc_V19,62.0,train
3418.0,0.40062138,Ibc_V19,62.0,train
632.0,0.123497665,Ibc_V19,62.0,train
5375.0,0.40351233,Ibc-MOSFIT,62.0,train
4371.0,0.5342409,Ibc-MOSFIT,62.0,train
5970.0,0.6158923000000001,Ibc_V19,62.0,train
4165.0,0.18123902,Ibc-MOSFIT,62.0,train
6912.0,0.32021654,Ibc_V19,62.0,train
3156.0,0.64441055,Ibc-MOSFIT,62.0,train
5356.0,0.35792992,Ibc-MOSFIT,62.0,train
3121.0,0.30355772,Ibc_V19,62.0,train
7714.0,0.54895926,Ibc-MOSFIT,62.0,train
6235.0,0.19205959,Ibc_V19,62.0,train
1105.0,0.38585174,Ibc-MOSFIT,62.0,train
3088.0,0.5824029000000001,Ibc_V19,62.0,train
4309.0,0.21882251,Ibc-MOSFIT,62.0,train
708.0,0.2705535,Ibc-MOSFIT,62.0,train
4448.0,0.44288293,Ibc_V19,62.0,train
6238.0,0.6106484999999999,Ibc-MOSFIT,62.0,train
1358.0,0.38611895,Ibc_V19,62.0,train
5046.0,0.86048734,Ibc_V19,62.0,train
8655.0,0.5801823,Ibc_V19,62.0,train
1827.0,0.745822,Ibc_V19,62.0,train
3833.0,0.39114058,Ibc_V19,62.0,train
3760.0,0.29459107,Ibc-MOSFIT,62.0,train
4263.0,0.16041857,Ibc-MOSFIT,62.0,train
7112.0,0.43120155,Ibc_V19,62.0,train
5571.0,0.28712478,Ibc-MOSFIT,62.0,train
4253.0,0.22210956,Ibc-MOSFIT,62.0,train
8302.0,0.43124497,Ibc-MOSFIT,62.0,train
4980.0,0.5905866,Ibc_V19,62.0,train
4676.0,0.47413406,Ibc-MOSFIT,62.0,train
3364.0,0.12901528,Ibc-MOSFIT,62.0,train
1177.0,0.4728976,Ibc_V19,62.0,train
521.0,0.59217364,Ibc_V19,62.0,train
6594.0,0.5522296999999999,Ibc_V19,62.0,train
4761.0,0.3572541,Ibc_V19,62.0,train
4530.0,0.3697166,Ibc-MOSFIT,62.0,train
7047.0,0.6473882,Ibc_V19,62.0,train
5839.0,0.17103244,Ibc_V19,62.0,train
831.0,0.46202025,Ibc_V19,62.0,train
3220.0,0.4747869000000001,Ibc-MOSFIT,62.0,train
794.0,0.12655409,Ibc_V19,62.0,train
2631.0,0.2541279,Ibc-MOSFIT,62.0,train
3611.0,0.22779322,Ibc-MOSFIT,62.0,train
7335.0,0.17627893,Ibc_V19,62.0,train
4567.0,0.28173423,Ibc_V19,62.0,train
826.0,0.5907924,Ibc-MOSFIT,62.0,train
3774.0,0.5432962,Ibc_V19,62.0,train
4892.0,0.49529773,Ibc_V19,62.0,train
611.0,0.30709025,Ibc_V19,62.0,train
3412.0,0.55946946,Ibc-MOSFIT,62.0,train
2703.0,0.50539577,Ibc_V19,62.0,train
131.0,0.23696347,Ibc_V19,62.0,train
8424.0,0.368314,Ibc_V19,62.0,train
3525.0,0.172055,Ibc-MOSFIT,62.0,train
7579.0,0.20447065,Ibc_V19,62.0,train
4411.0,0.13768499,Ibc-MOSFIT,62.0,train
7362.0,0.33068156,Ibc_V19,62.0,train
1203.0,0.3587494,Ibc_V19,62.0,train
4379.0,0.5907405,Ibc-MOSFIT,62.0,train
1029.0,0.24950558,Ibc_V19,62.0,train
2469.0,0.45790353,Ibc-MOSFIT,62.0,train
4228.0,0.31024185,Ibc_V19,62.0,train
5767.0,0.15600136,Ibc_V19,62.0,train
5428.0,0.628744,Ibc-MOSFIT,62.0,train
2423.0,0.2763343,Ibc_V19,62.0,train
6634.0,0.20923077,Ibc-MOSFIT,62.0,train
1240.0,0.18708773,Ibc_V19,62.0,train
3614.0,0.7423090999999999,Ibc_V19,62.0,train
204.0,0.23833135,Ibc_V19,62.0,train
2132.0,0.2972248,Ibc-MOSFIT,62.0,train
3351.0,0.27585697,Ibc-MOSFIT,62.0,train
5578.0,0.39615873,Ibc_V19,62.0,train
7120.0,0.10561507,Ibc-MOSFIT,62.0,train
3038.0,0.21554537,Ibc_V19,62.0,train
6033.0,0.5454903,Ibc-MOSFIT,62.0,train
382.0,0.359615,Ibc-MOSFIT,62.0,train
3720.0,0.36008805,Ibc-MOSFIT,62.0,train
2365.0,0.22837606,Ibc_V19,62.0,train
285.0,0.39392328,Ibc-MOSFIT,62.0,train
1443.0,0.69062763,Ibc_V19,62.0,train
1476.0,0.101276614,Ibc_V19,62.0,train
7500.0,0.14980341,Ibc-MOSFIT,62.0,train
2189.0,0.56967276,Ibc-MOSFIT,62.0,train
4728.0,0.15156242,Ibc-MOSFIT,62.0,train
5506.0,0.530704,Ibc_V19,62.0,train
7485.0,0.4135515,Ibc_V19,62.0,train
2450.0,0.38597295,Ibc-MOSFIT,62.0,train
6418.0,0.5160044,Ibc_V19,62.0,train
8938.0,0.28071314,Ibc_V19,62.0,train
8720.0,0.3892931,Ibc-MOSFIT,62.0,train
8150.0,0.31243894,Ibc_V19,62.0,train
7338.0,0.23916723,Ibc_V19,62.0,train
8246.0,0.29079777,Ibc_V19,62.0,train
6273.0,0.6694504,Ibc_V19,62.0,train
3541.0,0.7549785,Ibc_V19,62.0,train
1788.0,0.66236717,Ibc-MOSFIT,62.0,train
240.0,0.70039356,Ibc_V19,62.0,train
8205.0,0.14445677,Ibc_V19,62.0,train
4966.0,0.4572719,Ibc-MOSFIT,62.0,train
3097.0,0.46279517,Ibc-MOSFIT,62.0,train
8920.0,0.31019086,Ibc-MOSFIT,62.0,train
7254.0,0.6893323,Ibc_V19,62.0,train
3116.0,0.73452383,Ibc_V19,62.0,train
2845.0,0.2912945,Ibc_V19,62.0,train
1659.0,0.4923242000000001,Ibc_V19,62.0,train
4537.0,0.38250557,Ibc_V19,62.0,train
5318.0,0.23430529,Ibc-MOSFIT,62.0,train
5822.0,0.59060925,Ibc_V19,62.0,train
1826.0,0.27100006,Ibc-MOSFIT,62.0,train
5309.0,0.12874812,Ibc_V19,62.0,train
8826.0,0.41692948,Ibc_V19,62.0,train
1825.0,0.5387156,Ibc_V19,62.0,train
8192.0,0.20568551,Ibc_V19,62.0,train
6537.0,0.38802007,Ibc_V19,62.0,train
7546.0,0.33075348,Ibc-MOSFIT,62.0,train
7623.0,0.6752161999999999,Ibc_V19,62.0,train
1774.0,0.15413998,Ibc_V19,62.0,train
5154.0,0.43670997,Ibc_V19,62.0,train
4169.0,0.16698496,Ibc_V19,62.0,train
7079.0,0.65740615,Ibc-MOSFIT,62.0,train
3812.0,0.30961037,Ibc_V19,62.0,train
5847.0,0.2552567,Ibc_V19,62.0,train
8779.0,0.33935666,Ibc_V19,62.0,train
5993.0,0.16835228,Ibc-MOSFIT,62.0,train
5590.0,0.3977739,Ibc_V19,62.0,train
667.0,0.21165714,Ibc_V19,62.0,train
874.0,0.7120113,Ibc_V19,62.0,train
8061.0,0.3601594,Ibc_V19,62.0,train
1713.0,0.65134054,Ibc_V19,62.0,train
8341.0,0.3334147,Ibc_V19,62.0,train
7131.0,0.86260337,Ibc_V19,62.0,train
4480.0,0.38088566,Ibc_V19,62.0,train
7909.0,0.2457115,Ibc-MOSFIT,62.0,train
529.0,0.5710951,Ibc_V19,62.0,train
5772.0,0.47585377,Ibc_V19,62.0,train
735.0,0.21199802,Ibc_V19,62.0,train
724.0,0.24727881,Ibc_V19,62.0,train
